 4.00000000e+00  4.00000000e+00  4.00000000e+00  5.04300000e+00  4.00000000e+00  5.04300000e+00 
 4.05000000e+00  4.05000000e+00  4.05000000e+00  5.04300000e+00  4.05000000e+00  5.04300000e+00 
 4.10000000e+00  4.10000000e+00  4.10000000e+00  5.04300000e+00  4.10000000e+00  5.04300000e+00 
 4.15000000e+00  4.15000000e+00  4.15000000e+00  5.04300000e+00  4.15000000e+00  5.04300000e+00 
 4.20000000e+00  4.20000000e+00  4.20000000e+00  5.04300000e+00  4.20000000e+00  5.04300000e+00 
 4.25000000e+00  4.25000000e+00  4.25000000e+00  5.04300000e+00  4.25000000e+00  5.04300000e+00 
 4.30000000e+00  4.30000000e+00  4.30000000e+00  5.04300000e+00  4.30000000e+00  5.04300000e+00 
 4.35000000e+00  4.35000000e+00  4.35000000e+00  5.04300000e+00  4.35000000e+00  5.04300000e+00 
 4.40000000e+00  4.40000000e+00  4.40000000e+00  5.04300000e+00  4.40000000e+00  5.04300000e+00 
 4.45000000e+00  4.45000000e+00  4.45000000e+00  5.04300000e+00  4.45000000e+00  5.04300000e+00 
 4.50000000e+00  4.50000000e+00  4.50000000e+00  5.04300000e+00  4.50000000e+00  5.04300000e+00 
 4.55000000e+00  4.55000000e+00  4.55000000e+00  5.04300000e+00  4.55000000e+00  5.04300000e+00 
 4.60000000e+00  4.60000000e+00  4.60000000e+00  5.04300000e+00  4.60000000e+00  5.04300000e+00 
 4.65000000e+00  4.65000000e+00  4.65000000e+00  5.04300000e+00  4.65000000e+00  5.04300000e+00 
 4.70000000e+00  4.70000000e+00  4.70000000e+00  5.04300000e+00  4.70000000e+00  5.04300000e+00 
 4.75000000e+00  4.75000000e+00  4.75000000e+00  5.04300000e+00  4.75000000e+00  5.04300000e+00 
 4.80000000e+00  4.80000000e+00  4.80000000e+00  5.04300000e+00  4.80000000e+00  5.04300000e+00 
 4.85000000e+00  4.85000000e+00  4.85000000e+00  5.04300000e+00  4.85000000e+00  5.04300000e+00 
 4.90000000e+00  4.90000000e+00  4.90000000e+00  5.04300000e+00  4.90000000e+00  5.04300000e+00 
 4.95000000e+00  4.95000000e+00  4.95000000e+00  5.04300000e+00  4.95000000e+00  5.04300000e+00 
 5.00000000e+00  5.00000000e+00  5.00000000e+00  5.04300000e+00  5.00000000e+00  5.04300000e+00 
 5.05000000e+00  5.05000000e+00  5.05000000e+00  5.04300000e+00  5.05000000e+00  5.05000000e+00 
 5.10000000e+00  5.10000000e+00  5.10000000e+00  5.04300000e+00  5.10000000e+00  5.10000000e+00 
 5.15000000e+00  5.15000000e+00  5.15000000e+00  5.04300000e+00  5.15000000e+00  5.15000000e+00 
 5.20000000e+00  5.20000000e+00  5.20000000e+00  5.04300000e+00  5.20000000e+00  5.20000000e+00 
 5.25000000e+00  5.25000000e+00  5.25000000e+00  5.04300000e+00  5.25000000e+00  5.25000000e+00 
 5.30000000e+00  5.30000000e+00  5.30000000e+00  5.04300000e+00  5.30000000e+00  5.30000000e+00 
 5.35000000e+00  5.35000000e+00  5.35000000e+00  5.04300000e+00  5.35000000e+00  5.35000000e+00 
 5.40000000e+00  5.40000000e+00  5.40000000e+00  5.04300000e+00  5.40000000e+00  5.40000000e+00 
 5.45000000e+00  5.45000000e+00  5.45000000e+00  5.04300000e+00  5.45000000e+00  5.45000000e+00 
 5.50000000e+00  5.50000000e+00  5.50000000e+00  5.04300000e+00  5.50000000e+00  5.50000000e+00 
 5.55000000e+00  5.55000000e+00  5.55000000e+00  5.04300000e+00  5.55000000e+00  5.55000000e+00 
 5.60000000e+00  5.60000000e+00  5.60000000e+00  5.04300000e+00  5.60000000e+00  5.60000000e+00 
 5.65000000e+00  5.65000000e+00  5.65000000e+00  5.04300000e+00  5.65000000e+00  5.65000000e+00 
 5.70000000e+00  5.70000000e+00  5.70000000e+00  5.04300000e+00  5.70000000e+00  5.70000000e+00 
 5.75000000e+00  5.75000000e+00  5.75000000e+00  5.04300000e+00  5.75000000e+00  5.75000000e+00 
 5.80000000e+00  5.80000000e+00  5.80000000e+00  5.04300000e+00  5.80000000e+00  5.80000000e+00 
 5.85000000e+00  5.85000000e+00  5.85000000e+00  5.04300000e+00  5.85000000e+00  5.85000000e+00 
 5.90000000e+00  5.90000000e+00  5.90000000e+00  5.04300000e+00  5.90000000e+00  5.90000000e+00 
 5.95000000e+00  5.95000000e+00  5.95000000e+00  5.04300000e+00  5.95000000e+00  5.95000000e+00 
 6.00000000e+00  6.00000000e+00  6.00000000e+00  5.04300000e+00  6.00000000e+00  6.00000000e+00 
